Date,Target_House_Index_diff1,Recession,Hot_Market,Unemployment_Rate_L1,Unemployment_Rate_L2,Unemployment_Rate_L3,Unemployment_Rate_L4,CPI_diff1_L1,CPI_diff1_L2,CPI_diff1_L3,CPI_diff1_L4,Poverty_Rate_diff1_L1,Poverty_Rate_diff1_L2,Poverty_Rate_diff1_L3,Poverty_Rate_diff1_L4,Median_Household_Income_diff1_L1,Median_Household_Income_diff1_L2,Median_Household_Income_diff1_L3,Median_Household_Income_diff1_L4,Interest_Rate_diff1_L1,Interest_Rate_diff1_L2,Interest_Rate_diff1_L3,Interest_Rate_diff1_L4,Mortgage_Rate_diff1_L1,Mortgage_Rate_diff1_L2,Mortgage_Rate_diff1_L3,Mortgage_Rate_diff1_L4,Population_diff2_L1,Population_diff2_L2,Population_diff2_L3,Population_diff2_L4,GDP_diff3_L1,GDP_diff3_L2,GDP_diff3_L3,GDP_diff3_L4
1997-10-01,0.7800000000000011,0,0,6.1,5.5,6.0,5.9,0.9000000000000057,0.4000000000000057,0.5999999999999943,0.9000000000000057,-0.15000000000000036,-0.15000000000000036,-0.09999999999999964,-0.09999999999999964,500.0,500.0,-352.5,-352.5,0.009999999999999787,0.2599999999999998,0.009999999999999787,-0.16000000000000014,-0.6450000000000005,0.3185000000000002,-0.09100000000000019,-0.33000000000000096,34.881756097561265,34.881756097561265,34.881756097560356,34.881756097560356,403.0519999999997,387.41700000000037,329.8150000000005,391.3030000000008
1998-01-01,1.480000000000004,0,0,6.0,6.1,5.5,6.0,-0.20000000000001705,0.9000000000000057,0.4000000000000057,0.5999999999999943,-0.15000000000000036,-0.15000000000000036,-0.15000000000000036,-0.09999999999999964,500.0,500.0,500.0,-352.5,-0.019999999999999574,0.009999999999999787,0.2599999999999998,0.009999999999999787,-0.20350000000000001,-0.6450000000000005,0.3185000000000002,-0.09100000000000019,34.881756097560356,34.881756097561265,34.881756097561265,34.881756097560356,403.2519999999986,403.0519999999997,387.41700000000037,329.8150000000005
1998-04-01,0.14000000000000057,0,0,6.1,6.0,6.1,5.5,-0.19999999999998863,-0.20000000000001705,0.9000000000000057,0.4000000000000057,-0.15000000000000036,-0.15000000000000036,-0.15000000000000036,-0.15000000000000036,500.0,500.0,500.0,500.0,0.05999999999999961,-0.019999999999999574,0.009999999999999787,0.2599999999999998,-0.2999999999999998,-0.20350000000000001,-0.6450000000000005,0.3185000000000002,34.881756097561265,34.881756097560356,34.881756097561265,34.881756097561265,347.65499999999884,403.2519999999986,403.0519999999997,387.41700000000037
1998-07-01,0.5499999999999972,0,0,5.2,6.1,6.0,6.1,1.0500000000000114,-0.19999999999998863,-0.20000000000001705,0.9000000000000057,-0.1999999999999993,-0.15000000000000036,-0.15000000000000036,-0.15000000000000036,1960.0,500.0,500.0,500.0,-0.10999999999999943,0.05999999999999961,-0.019999999999999574,0.009999999999999787,0.1460000000000008,-0.2999999999999998,-0.20350000000000001,-0.6450000000000005,34.881756097561265,34.881756097561265,34.881756097560356,34.881756097561265,306.8760000000002,347.65499999999884,403.2519999999986,403.0519999999997
1998-10-01,1.1799999999999926,0,1,5.7,5.2,6.1,6.0,1.3499999999999943,1.0500000000000114,-0.19999999999998863,-0.20000000000001705,-0.1999999999999993,-0.1999999999999993,-0.15000000000000036,-0.15000000000000036,1960.0,1960.0,500.0,500.0,0.08999999999999986,-0.10999999999999943,0.05999999999999961,-0.019999999999999574,-0.1880000000000006,0.1460000000000008,-0.2999999999999998,-0.20350000000000001,34.881756097560356,34.881756097561265,34.881756097561265,34.881756097560356,355.1900000000005,306.8760000000002,347.65499999999884,403.2519999999986
1999-01-01,1.230000000000004,0,0,5.3,5.7,5.2,6.1,-0.05000000000001137,1.3499999999999943,1.0500000000000114,-0.19999999999998863,-0.20000000000000107,-0.1999999999999993,-0.1999999999999993,-0.15000000000000036,1960.0,1960.0,1960.0,500.0,-0.46999999999999975,0.08999999999999986,-0.10999999999999943,0.05999999999999961,-0.24200000000000088,-0.1880000000000006,0.1460000000000008,-0.2999999999999998,34.881756097561265,34.881756097560356,34.881756097561265,34.881756097561265,427.5110000000004,355.1900000000005,306.8760000000002,347.65499999999884
1999-04-01,0.8299999999999983,0,0,4.9,5.3,5.7,5.2,0.5500000000000114,-0.05000000000001137,1.3499999999999943,1.0500000000000114,-0.1999999999999993,-0.20000000000000107,-0.1999999999999993,-0.1999999999999993,1960.0,1960.0,1960.0,1960.0,-0.4400000000000004,-0.46999999999999975,0.08999999999999986,-0.10999999999999943,0.07500000000000107,-0.24200000000000088,-0.1880000000000006,0.1460000000000008,34.881756097561265,34.881756097561265,34.881756097560356,34.881756097561265,441.9830000000002,427.5110000000004,355.1900000000005,306.8760000000002
1999-07-01,1.9300000000000068,0,0,4.6,4.9,5.3,5.7,1.049999999999983,0.5500000000000114,-0.05000000000001137,1.3499999999999943,-0.15000000000000036,-0.1999999999999993,-0.20000000000000107,-0.1999999999999993,507.5,1960.0,1960.0,1960.0,0.11000000000000032,-0.4400000000000004,-0.46999999999999975,0.08999999999999986,0.13100000000000023,0.07500000000000107,-0.24200000000000088,-0.1880000000000006,34.881756097560356,34.881756097561265,34.881756097561265,34.881756097560356,405.1129999999994,441.9830000000002,427.5110000000004,355.1900000000005
1999-10-01,1.6499999999999915,0,1,4.8,4.6,4.9,5.3,1.8500000000000227,1.049999999999983,0.5500000000000114,-0.05000000000001137,-0.15000000000000036,-0.15000000000000036,-0.1999999999999993,-0.20000000000000107,507.5,507.5,1960.0,1960.0,0.25,0.11000000000000032,-0.4400000000000004,-0.46999999999999975,0.7159999999999993,0.13100000000000023,0.07500000000000107,-0.24200000000000088,34.881756097561265,34.881756097560356,34.881756097561265,34.881756097561265,392.6350000000002,405.1129999999994,441.9830000000002,427.5110000000004
2000-01-01,2.5900000000000034,0,0,4.2,4.8,4.6,4.9,1.1499999999999773,1.8500000000000227,1.049999999999983,0.5500000000000114,-0.15000000000000036,-0.15000000000000036,-0.15000000000000036,-0.1999999999999993,507.5,507.5,507.5,1960.0,0.20999999999999996,0.25,0.11000000000000032,-0.4400000000000004,0.21999999999999975,0.7159999999999993,0.13100000000000023,0.07500000000000107,34.881756097561265,34.881756097561265,34.881756097560356,34.881756097561265,488.48699999999917,392.6350000000002,405.1129999999994,441.9830000000002
2000-04-01,3.6899999999999977,0,1,4.5,4.2,4.8,4.6,0.35000000000002274,1.1499999999999773,1.8500000000000227,1.049999999999983,-0.14999999999999858,-0.15000000000000036,-0.15000000000000036,-0.15000000000000036,507.5,507.5,507.5,507.5,0.25,0.20999999999999996,0.25,0.11000000000000032,0.35800000000000143,0.21999999999999975,0.7159999999999993,0.13100000000000023,34.881756097560356,34.881756097561265,34.881756097561265,34.881756097560356,475.96900000000096,488.48699999999917,392.6350000000002,405.1129999999994
2000-07-01,2.930000000000007,0,0,3.9,4.5,4.2,4.8,3.049999999999983,0.35000000000002274,1.1499999999999773,1.8500000000000227,0.09999999999999964,-0.14999999999999858,-0.15000000000000036,-0.15000000000000036,-400.0,507.5,507.5,507.5,0.5699999999999994,0.25,0.20999999999999996,0.25,-0.057500000000000995,0.35800000000000143,0.21999999999999975,0.7159999999999993,34.881756097561265,34.881756097560356,34.881756097561265,34.881756097561265,561.0939999999991,475.96900000000096,488.48699999999917,392.6350000000002
2000-10-01,2.789999999999992,0,0,4.7,3.9,4.5,4.2,1.950000000000017,3.049999999999983,0.35000000000002274,1.1499999999999773,0.09999999999999964,0.09999999999999964,-0.14999999999999858,-0.15000000000000036,-400.0,-400.0,507.5,507.5,0.5200000000000005,0.5699999999999994,0.25,0.20999999999999996,-0.004999999999999005,-0.057500000000000995,0.35800000000000143,0.21999999999999975,34.881756097561265,34.881756097561265,34.881756097560356,34.881756097561265,417.996000000001,561.0939999999991,475.96900000000096,488.48699999999917
2001-01-01,4.099999999999994,1,0,4.4,4.7,3.9,4.5,0.3499999999999943,1.950000000000017,3.049999999999983,0.35000000000002274,0.09999999999999964,0.09999999999999964,0.09999999999999964,-0.14999999999999858,-400.0,-400.0,-400.0,507.5,-0.03000000000000025,0.5200000000000005,0.5699999999999994,0.25,-0.3525000000000009,-0.004999999999999005,-0.057500000000000995,0.35800000000000143,44.00162804877982,34.881756097561265,34.881756097561265,34.881756097560356,433.5650000000005,417.996000000001,561.0939999999991,475.96900000000096
2001-04-01,3.8500000000000227,1,0,4.6,4.4,4.7,3.9,0.75,0.3499999999999943,1.950000000000017,3.049999999999983,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.09999999999999964,-400.0,-400.0,-400.0,-400.0,-0.5299999999999994,-0.03000000000000025,0.5200000000000005,0.5699999999999994,-0.7625000000000002,-0.3525000000000009,-0.004999999999999005,-0.057500000000000995,53.1215000000002,44.00162804877982,34.881756097561265,34.881756097561265,222.51100000000042,433.5650000000005,417.996000000001,561.0939999999991
2001-07-01,4.149999999999977,1,0,4.3,4.6,4.4,4.7,1.6999999999999886,0.75,0.3499999999999943,1.950000000000017,0.10000000000000142,0.09999999999999964,0.09999999999999964,0.09999999999999964,-1052.5,-400.0,-400.0,-400.0,-1.1800000000000006,-0.5299999999999994,-0.03000000000000025,0.5200000000000005,0.04499999999999993,-0.7625000000000002,-0.3525000000000009,-0.004999999999999005,53.121500000001106,53.1215000000002,44.00162804877982,34.881756097561265,280.8349999999991,222.51100000000042,433.5650000000005,417.996000000001
2001-10-01,3.0400000000000205,1,0,5.1,4.3,4.6,4.4,1.5999999999999943,1.6999999999999886,0.75,0.3499999999999943,0.09999999999999964,0.10000000000000142,0.09999999999999964,0.09999999999999964,-1052.5,-1052.5,-400.0,-400.0,-1.0299999999999998,-1.1800000000000006,-0.5299999999999994,-0.03000000000000025,0.05000000000000071,0.04499999999999993,-0.7625000000000002,-0.3525000000000009,53.1215000000002,53.121500000001106,53.1215000000002,44.00162804877982,162.27599999999984,280.8349999999991,222.51100000000042,433.5650000000005
2002-01-01,3.6699999999999875,0,0,5.5,5.1,4.3,4.6,1.0,1.5999999999999943,1.6999999999999886,0.75,0.09999999999999964,0.09999999999999964,0.10000000000000142,0.09999999999999964,-1052.5,-1052.5,-1052.5,-400.0,-1.2799999999999998,-1.0299999999999998,-1.1800000000000006,-0.5299999999999994,-0.5100000000000007,0.05000000000000071,0.04499999999999993,-0.7625000000000002,48.38499999999931,53.1215000000002,53.121500000001106,53.1215000000002,190.23400000000038,162.27599999999984,280.8349999999991,222.51100000000042
2002-04-01,5.259999999999991,0,0,5.8,5.5,5.1,4.3,-0.19999999999998863,1.0,1.5999999999999943,1.6999999999999886,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.10000000000000142,-1052.5,-1052.5,-1052.5,-1052.5,-0.7600000000000002,-1.2799999999999998,-1.0299999999999998,-1.1800000000000006,0.3799999999999999,-0.5100000000000007,0.05000000000000071,0.04499999999999993,43.64850000000024,48.38499999999931,53.1215000000002,53.121500000001106,184.5,190.23400000000038,162.27599999999984,280.8349999999991
2002-07-01,5.070000000000022,0,0,5.3,5.8,5.5,5.1,2.75,-0.19999999999998863,1.0,1.5999999999999943,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.09999999999999964,2037.5,-1052.5,-1052.5,-1052.5,0.020000000000000018,-0.7600000000000002,-1.2799999999999998,-1.0299999999999998,-0.01249999999999929,0.3799999999999999,-0.5100000000000007,0.05000000000000071,43.64850000000024,43.64850000000024,48.38499999999931,53.1215000000002,289.4399999999987,184.5,190.23400000000038,162.27599999999984
2002-10-01,2.859999999999985,0,0,5.6,5.3,5.8,5.5,1.4499999999999886,2.75,-0.19999999999998863,1.0,0.10000000000000142,0.09999999999999964,0.09999999999999964,0.09999999999999964,2037.5,2037.5,-1052.5,-1052.5,-0.020000000000000018,0.020000000000000018,-0.7600000000000002,-1.2799999999999998,-0.5,-0.01249999999999929,0.3799999999999999,-0.5100000000000007,43.64849999999933,43.64850000000024,43.64850000000024,48.38499999999931,323.5750000000007,289.4399999999987,184.5,190.23400000000038
2003-01-01,2.930000000000007,0,0,5.1,5.6,5.3,5.8,1.4000000000000057,1.4499999999999886,2.75,-0.19999999999998863,0.09999999999999964,0.10000000000000142,0.09999999999999964,0.09999999999999964,2037.5,2037.5,2037.5,-1052.5,0.020000000000000018,-0.020000000000000018,0.020000000000000018,-0.7600000000000002,-0.3725000000000005,-0.5,-0.01249999999999929,0.3799999999999999,39.77549999999974,43.64849999999933,43.64850000000024,43.64850000000024,277.9330000000009,323.5750000000007,289.4399999999987,184.5
2003-04-01,3.1599999999999966,0,0,5.5,5.1,5.6,5.3,0.700000000000017,1.4000000000000057,1.4499999999999886,2.75,0.09999999999999964,0.09999999999999964,0.10000000000000142,0.09999999999999964,2037.5,2037.5,2037.5,2037.5,-0.51,0.020000000000000018,-0.020000000000000018,0.020000000000000018,-0.19649999999999945,-0.3725000000000005,-0.5,-0.01249999999999929,35.902500000000146,39.77549999999974,43.64849999999933,43.64850000000024,286.6690000000017,277.9330000000009,323.5750000000007,289.4399999999987
2003-07-01,5.159999999999997,0,1,5.1,5.5,5.1,5.6,2.4499999999999886,0.700000000000017,1.4000000000000057,1.4499999999999886,0.05000000000000071,0.09999999999999964,0.09999999999999964,0.10000000000000142,-1047.5,2037.5,2037.5,2037.5,0.020000000000000018,-0.51,0.020000000000000018,-0.020000000000000018,-0.10350000000000037,-0.19649999999999945,-0.3725000000000005,-0.5,35.902500000000146,35.902500000000146,39.77549999999974,43.64849999999933,328.72599999999875,286.6690000000017,277.9330000000009,323.5750000000007
2003-10-01,8.960000000000008,0,1,5.7,5.1,5.5,5.1,1.4499999999999886,2.4499999999999886,0.700000000000017,1.4000000000000057,0.049999999999998934,0.05000000000000071,0.09999999999999964,0.09999999999999964,-1047.5,-1047.5,2037.5,2037.5,-0.25,0.020000000000000018,-0.51,0.020000000000000018,-0.17999999999999972,-0.10350000000000037,-0.19649999999999945,-0.3725000000000005,35.902500000000146,35.902500000000146,35.902500000000146,39.77549999999974,505.23599999999897,328.72599999999875,286.6690000000017,277.9330000000009
